Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29280,0.1,0.8,0,0.2,6.0,0.03,,0.0475127 0.0950255 0.0 58458,F,,58458,0.0,0.0,0.0950255,0.0475127,0.0,0.0,0.0,0.952487,0.904975
0.6,0.2,T,0.1,25688,0.1,0.8,1,0.2,6.0,0.03,,0.0692669 0.132914 0.0125846 53200,F,,53200,0.0056203,0.00712406,0.120169,0.0692669,0.0125846,0.000827068,0.016391,0.918148,0.849868
0.6,0.2,T,0.1,23932,0.1,0.8,2,0.2,6.0,0.03,,0.0934876 0.178237 0.0219247 50012,F,,50012,0.0087379,0.0108174,0.158682,0.0934876,0.0219247,0.00127969,0.0304727,0.884588,0.79001
0.6,0.2,T,0.1,22587,0.1,0.8,3,0.2,6.0,0.03,,0.125209 0.234266 0.0319583 48970,F,,48970,0.0161527,0.0163978,0.201715,0.125209,0.0319583,0.00140903,0.0447008,0.842832,0.719624
0.6,0.2,T,0.1,20667,0.1,0.8,4,0.2,6.0,0.03,4,0.167268 0.306821 0.0430444 46545,F,,46545,0.0277151,0.0239983,0.255108,0.167268,0.0430444,0.0025137,0.0570631,0.789687,0.633602
0.6,0.2,T,0.1,18430,0.1,0.8,5,0.2,6.0,0.03,5,0.218292 0.388718 0.0554756 43767,F,,43767,0.0478671,0.0330157,0.307835,0.218292,0.0554756,0.00356433,0.0708068,0.726232,0.536911
0.6,0.2,T,0.1,15976,0.1,0.8,6,0.2,6.0,0.03,6,0.279278 0.479979 0.0700849 40508,F,,40508,0.0785771,0.0478671,0.353535,0.279278,0.0700849,0.00550509,0.0812926,0.650637,0.433223
0.6,0.2,T,0.1,13016,0.1,0.8,7,0.2,6.0,0.03,7,0.352956 0.578157 0.0832628 36625,F,,36625,0.127754,0.0685597,0.381843,0.352956,0.0832628,0.00663481,0.0846962,0.563782,0.330512
0.6,0.2,T,0.1,10001,0.1,0.8,8,0.2,6.0,0.03,8,0.428366 0.671214 0.0939276 31668,F,,31668,0.185519,0.0856701,0.400025,0.428366,0.0939276,0.00839965,0.0853859,0.477706,0.235001
0.6,0.2,T,0.1,6996,0.1,0.8,9,0.2,6.0,0.03,9,0.499715 0.748244 0.108909 26343,F,,26343,0.251186,0.114186,0.382872,0.499715,0.108909,0.010591,0.0824507,0.391375,0.158714
0.6,0.2,T,0.1,4643,0.1,0.8,10,0.2,6.0,0.03,10,0.566024 0.805429 0.120714 21000,F,,21000,0.326619,0.138571,0.340238,0.566024,0.120714,0.0120476,0.0787619,0.313262,0.103762
0.6,0.2,T,0.1,3095,0.1,0.8,11,0.2,6.0,0.03,11,0.622137 0.852417 0.121206 16113,F,,16113,0.391858,0.15292,0.30764,0.622137,0.121206,0.0129088,0.0636753,0.256656,0.0709986
0.6,0.2,T,0.1,2002,0.1,0.8,12,0.2,6.0,0.03,12,0.664395 0.877261 0.122698 12327,F,,12327,0.451529,0.161759,0.263973,0.664395,0.122698,0.0150077,0.0536221,0.212907,0.0541089
0.6,0.2,T,0.1,1307,0.1,0.8,13,0.2,6.0,0.03,13,0.695762 0.905331 0.118055 8873,F,,8873,0.486194,0.163417,0.25572,0.695762,0.118055,0.0135242,0.0456441,0.186183,0.035501
0.6,0.2,T,0.1,737,0.1,0.8,14,0.2,6.0,0.03,14,0.724772 0.918251 0.127724 6471,F,,6471,0.531293,0.178952,0.208005,0.724772,0.127724,0.0185443,0.0394066,0.147504,0.0237985
0.6,0.2,T,0.1,470,0.1,0.8,15,0.2,6.0,0.03,15,0.739409 0.924958 0.119584 4131,F,,4131,0.553861,0.173082,0.198015,0.739409,0.119584,0.0145243,0.037037,0.141007,0.023481
0.6,0.2,T,0.1,317,0.1,0.8,16,0.2,6.0,0.03,16,0.735242 0.914848 0.118247 2795,F,,2795,0.555635,0.168873,0.19034,0.735242,0.118247,0.0143113,0.0389982,0.146512,0.0318426
0.6,0.2,T,0.1,246,0.1,0.8,17,0.2,6.0,0.03,17,0.71856 0.901116 0.114604 1972,F,,1972,0.536004,0.169878,0.195233,0.71856,0.114604,0.0121704,0.0349899,0.166836,0.0517241
0.6,0.2,T,0.1,235,0.1,0.8,18,0.2,6.0,0.03,18,0.666774 0.856129 0.112903 1550,F,,1550,0.477419,0.16,0.21871,0.666774,0.112903,0.0116129,0.0425806,0.220323,0.0896774
0.6,0.2,T,0.1,227,0.1,0.8,19,0.2,6.0,0.03,19,0.579295 0.804405 0.131718 1135,F,,1135,0.354185,0.162996,0.287225,0.579295,0.131718,0.0140969,0.0722467,0.288987,0.109251
0.6,0.2,T,0.1,203,0.1,0.8,20,0.2,6.0,0.03,20,0.586812 0.811195 0.151803 1054,F,,1054,0.362429,0.166034,0.282732,0.586812,0.151803,0.0265655,0.0844402,0.261385,0.0777989
0.6,0.2,T,0.1,169,0.1,0.8,21,0.2,6.0,0.03,21,0.633516 0.857143 0.106044 910,F,,910,0.40989,0.142857,0.304396,0.633516,0.106044,0.00659341,0.056044,0.26044,0.0802198
0.6,0.2,T,0.1,125,0.1,0.8,22,0.2,6.0,0.03,22,0.676897 0.889509 0.121094 896,F,,896,0.464286,0.169643,0.25558,0.676897,0.121094,0.0133929,0.0457589,0.202009,0.0513393
0.6,0.2,T,0.1,104,0.1,0.8,23,0.2,6.0,0.03,23,0.69195 0.907121 0.113777 646,F,,646,0.47678,0.164087,0.266254,0.69195,0.113777,0.0139319,0.0356037,0.194272,0.0433437
0.6,0.2,T,0.1,64,0.1,0.8,24,0.2,6.0,0.03,24,0.716935 0.914516 0.142742 620,F,,620,0.519355,0.204839,0.190323,0.716935,0.142742,0.0193548,0.0419355,0.140323,0.0241935
0.6,0.2,T,0.1,34,0.1,0.8,25,0.2,6.0,0.03,25,0.750689 0.950413 0.129477 363,F,,363,0.550964,0.203857,0.195592,0.750689,0.129477,0.0137741,0.0275482,0.119835,0.00826446
0.6,0.2,T,0.1,17,0.1,0.8,26,0.2,6.0,0.03,26,0.779255 0.957447 0.148936 188,F,,188,0.601064,0.228723,0.12766,0.779255,0.148936,0.0265957,0.0159574,0.0718085,0.0
0.6,0.2,T,0.1,3,0.1,0.8,27,0.2,6.0,0.03,27,0.782946 0.937984 0.170543 129,F,,129,0.627907,0.255814,0.0542636,0.782946,0.170543,0.0232558,0.0387597,0.0465116,0.0
0.6,0.2,T,0.1,0,0.1,0.8,28,0.2,6.0,0.03,28,0.928571 1.0 0.0357143 14,F,,14,0.857143,0.0714286,0.0714286,0.928571,0.0357143,0.0,0.0,0.0357143,0.0
0.6,0.2,T,0.1,0,0.1,0.8,29,0.2,6.0,0.03,29,NAN NAN NAN 0,F,29,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
